,name,race
151,Frost,white
152,Abby,white
153,Phillips,white
154,Buren,white
155,Brothers,white
156,Johnson,white
157,Greeley,white
158,D,api
159,Campbell,white
160,Lewis,white
161,Thomas,white
162,Musial,white
163,Weaver,white
164,Sharman,white
165,Buss,white
166,Jones,white
167,Parker,white
168,Sanger,white
169,Duve,white
170,Rohrer,white
171,Wilson,white
172,Buchanan,white
173,Coase,white
174,Klein,white
175,Cornforth,white
176,Karle,white
177,Edwards,white
178,Hubel,white
179,Pulitzer,white
180,Beal,white
181,Soleri,white
182,Neuharth,white
183,Cassagnes,white
184,Allan,white
185,Twister,white
186,Fritz,white
187,Ray,white
188,Karlin,white
189,Engelbart,white
190,Memorials,white
191,Parker,white
192,Vest,white
193,Hood,white
194,Geidt,white
195,Kane,white
196,Edelin,white
197,Idene,white
198,Siss,white
199,Wilkerson,white
200,others’,white
201,Richard,white
202,Campbell,white
203,Lu,api
204,Collier,white
205,Evans,white
206,Evans,white
207,Evans,white
208,Thompson,white
209,Conley,white
210,Sullivan,white
211,Conley,white
212,Conley,white
213,Evans,white
214,Conley,white
215,Conley,white
216,Conley,white
217,Hooley,white
218,Hooley,white
219,Faulk,white
220,Faulk,white
221,Evans,white
222,Evans,white
223,Evans,white
224,Grant,white
225,Grant,white
226,Grant,white
227,Grant,white
228,Grant,white
229,—,api
230,Facebook,white
231,Boxcryptor,white
232,Boxcryptor,white
233,4K,api
234,M,api
235,Menino,hispanic
236,’m,api
237,Menino,hispanic
238,Menino,hispanic
239,Menino,hispanic
240,Rawn,white
241,Museum,white
242,Piano,white
243,Manfredi,white
244,Handel,white
245,Weinzapfel,white
246,Hall,white
247,Building,white
248,Weld,white
249,Menino,hispanic
250,Menino,hispanic
251,Scofidio,white
252,Renfro,white
253,Viñoly,white
254,Moakley,white
255,Cobb,white
256,Tower,white
257,Marketplace,white
258,Filene,white
259,Cobb,white
260,Menino,hispanic
261,Piano,white
262,Menino,hispanic
263,Menino,hispanic
264,Menino,hispanic
265,Walsh,white
266,O’Brien,white
267,Manfredi,white
268,Menino,hispanic
269,Menino,hispanic
270,Obama,api
271,Jinping,white
272,Abe,white
273,Obama,api
274,Obama,api
275,Kerry,white
276,Kerry,white
277,Kerry,white
278,Obama,api
279,Kerry,white
280,Karzai,white
281,Putin,white
282,Obama,api
283,Putin,white
284,Modi,white
285,Boxford,white
286,Patrick,white
287,Patrick,white
288,Schwartz,white
289,Davey,white
290,Davey,white
291,Patrick,white
292,Patrick,white
293,Patrick,white
294,Massport,white
295,Massport,white
296,M,api
297,Menino,hispanic
298,Nature,white
299,L,api
300,Rice,white
301,Rice,white
302,M,api
303,Menino,hispanic
304,’m,api
305,Menino,hispanic
306,Menino,hispanic
307,Menino,hispanic
308,Rawn,white
309,Museum,white
310,Piano,white
311,Manfredi,white
312,Handel,white
313,Weinzapfel,white
314,Hall,white
315,Building,white
316,Weld,white
317,Menino,hispanic
318,Menino,hispanic
319,Scofidio,white
320,Renfro,white
321,Viñoly,white
322,Moakley,white
323,Cobb,white
324,Tower,white
325,Marketplace,white
326,Filene,white
327,Cobb,white
328,Menino,hispanic
329,Piano,white
330,Menino,hispanic
331,Menino,hispanic
332,Menino,hispanic
333,Walsh,white
334,O’Brien,white
335,Manfredi,white
336,Menino,hispanic
337,Menino,hispanic
338,Rivera,hispanic
339,Lawrence,white
340,Rivera,hispanic
341,Warren,white
342,Rivera,hispanic
343,Rivera,hispanic
344,Rivera,hispanic
345,Rivera,hispanic
346,Rivera,hispanic
347,Lantigua,hispanic
348,Lawrence,white
349,Lantigua,hispanic
350,Rivera,hispanic
351,Lawrence,white
352,Jones,white
353,Rivera,hispanic
354,Rivera,hispanic
355,Lawrence,white
356,’m,api
357,Willy,white
358,Rivera,hispanic
359,Rivera,hispanic
360,Lawrence,white
361,Rivera,hispanic
362,Rivera,hispanic
363,Rivera,hispanic
364,Jones,white
365,Rivera,hispanic
366,Jones,white
367,Rivera,hispanic
368,Rockwell,white
369,Scout,white
370,Jones,white
371,u200916,api
372,Rivera,hispanic
373,nWhen,white
374,Rivera,hispanic
375,GI,api
376,Rivera,hispanic
377,Lawrence,white
378,Dowling,white
379,Lawrence,white
380,Romero,hispanic
381,Lawrence,white
382,Romero,hispanic
383,Lawrence,white
384,Romero,hispanic
385,Rivera,hispanic
386,Dowling,white
387,Romero,hispanic
388,Romero,hispanic
389,Lantigua,hispanic
390,Rivera,hispanic
391,Meehan,white
392,King,white
393,Lawrence,white
394,Rivera,hispanic
395,Bonilla,hispanic
396,Lantigua,hispanic
397,Garcia,hispanic
398,Rivera,hispanic
399,Lantigua,hispanic
400,Lantigua,hispanic
401,Rivera,hispanic
402,Romero,hispanic
403,Rivera,hispanic
404,Rivera,hispanic
405,Tsongas,white
406,Wu,api
407,Walsh,white
408,Torrisi,white
409,CommunityWorks,white
410,—,api
411,Sheehan,white
412,Sheehan,white
413,Sheehan,white
414,Sheehan,white
415,Sheehan,white
416,Holliday,white
417,Sheehan,white
418,Richard,white
419,Richard,white
420,Martin,white
421,Richard,white
422,Marchese,white
423,Richards,white
424,Marchese,white
425,“Bim,api
426,Costello,white
427,Clowery,white
428,Clowery,white
429,Baldassari,white
430,Walsh,white
431,Walsh,white
432,Dennehy,white
433,Walsh,white
434,Kate,white
435,Dennehy,white
436,Walsh,white
437,Brohel,white
438,Walsh,white
439,Walsh,white
440,M,api
441,Menino,hispanic
442,Walsh,white
443,’,api
444,Menino,hispanic
445,Joyce,white
446,Baldassari,white
447,Joyce,white
448,Watanabe,api
449,Walsh,white
450,Watanabe,api
451,Menino,hispanic
452,Watanabe,api
453,Walsh,white
454,Walsh,white
455,Herren,white
456,Doran,white
457,—,api
458,Doran,white
459,Doran,white
460,Turner,white
461,Sandwich,white
462,Sandwich,white
463,Russell,white
464,Robert,white
465,Winthrop,white
466,homes’,white
467,’d,api
468,Patrick,white
469,Patrick,white
470,Dukakis,white
471,Beatty,white
472,Dukakis,white
473,DiCara,white
474,Goldman,white
475,M,api
476,Menino,hispanic
477,Menino,hispanic
478,Joyce,white
479,Goldman,white
480,Walsh,white
481,Dukakis,white
482,Blizzard,white
483,Buckingham,white
484,Weld,white
485,Cellucci,white
486,Koch,white
487,Wheelwright,white
488,Burton,white
489,Wheelwright,white
490,Capasso,white
491,Wheelwright,white
492,Wheelwright,white
493,Dewart,white
494,’m,api
495,Joe,white
496,Doonesbury,white
497,Trudeau,white
498,Trudeau,white
499,Wheelwright,white
500,Wheelwright,white
501,Wheelwright,white
502,Wheelwright,white
503,Trudeau,white
504,Troiano,white
505,Wheelwright,white
506,Matthiessen,white
507,Matthiessen,white
508,Mt,api
509,’m,api
510,Joe,white
511,nWheelwright,white
512,Wheelright,white
513,Keolis,white
514,Keolis,white
515,Scott,white
516,Pesaturo,white
517,Davis,white
518,Macdonald,white
519,Macdonald,white
520,James,white
521,Richard,white
522,Davey,white
523,Davey,white
524,Rubin,white
525,Patrick,white
526,—,api
527,Keolis,white
528,Jenkins,white
529,Jenkins,white
530,Regan,white
531,Regan,white
532,Regan,white
533,Beah’s,white
534,Leone,white
535,Beah,white
536,Leone,white
537,’m,api
538,Beah,white
539,Beah,white
540,—,api
541,Beah,white
542,Avery,white
543,Phil,api
544,Phil,api
545,—,api
546,—,api
547,Jones,white
548,Phil,api
549,Jeffersons,white
550,Jones,white
551,Avery’s,white
552,He,api
553,Smith’s,white
554,Phil,api
555,Phil’s,white
556,Cosby’s,white
557,Huxtable,white
558,Griffith’s,white
559,Taylor,white
560,Reed’s,white
561,Brady,white
562,Brady,white
563,Goodman’s,white
564,Connor,white
565,Saget’s,white
566,Tanner,white
567,Phil,api
568,Danny,white
569,Jesse,white
570,Joey,white
571,Lauria’s,white
572,Arnold,white
573,Phil’s,white
574,Bundy,white
575,xa0,white
576,xa0,white
577,Tim,api
578,Taylor,white
579,Simpson,white
580,Simpsons,white
581,Phil,api
582,Phil,api
583,Phil,api
584,Phil,api
585,Johnson,white
586,McCarthy,white
587,Lee,api
588,Lee,api
589,Mor,api
590,Levinson,white
591,Simon,white
592,Lee,api
593,Lee,api
594,Mor,api
595,Lee,api
596,Charter,white
597,Quig,white
598,Lee,api
599,Park,api
600,Park,api
601,Lee,api
602,Lee,api
603,Quig,white
604,Lee,api
605,Lee,api
606,Levine’s,white
607,—,api
608,Levine,white
609,’m,api
610,Levine,white
611,Levine,white
612,Levine,white
613,—,api
614,n,api
615,Walsh,white
616,Arroyo,hispanic
617,Arroyo,hispanic
618,Walsh,white
619,Koh,api
620,M,api
621,Menino,hispanic
622,Felix,hispanic
623,Walsh,white
624,Felix,hispanic
625,Arroyo,hispanic
626,Walsh,white
627,Arroyo,hispanic
628,Arroyo,hispanic
629,Walsh,white
630,R,api
631,Connolly,white
632,Walsh,white
633,Barros,hispanic
634,—,api
635,Arroyo,hispanic
636,Griffin,white
637,Arroyo,hispanic
638,Walsh,white
639,Coleman,white
640,—,api
641,Connolly,white
642,Loconto,white
643,Michael,white
644,Walsh,white
645,Michael,white
646,Loconto,white
647,Walsh,white
648,Walsh,white
649,Mary,white
650,Menino,hispanic
651,Shea,white
652,Walsh,white
653,Walsh,white
654,Walsh,white
655,—,api
656,Lazu,hispanic
657,Flynn,white
658,M,api
659,Menino,hispanic
660,Flynn,white
661,Walsh,white
662,Flynn,white
663,Menino,hispanic
664,Menino,hispanic
665,K,api
666,Vaughan,white
667,Walsh,white
668,Marty,white
669,Vaughan,white
670,Walsh,white
671,—,api
672,—,api
673,Menino,hispanic
674,Walsh,white
675,Watanabe,api
676,Walsh,white
677,Walsh,white
678,Menino,hispanic
679,Walsh,white
680,Ross,white
681,Walsh,white
682,Walsh,white
683,Walsh,white
684,Ross,white
685,Walsh,white
686,Walsh,white
687,Flynn,white
688,Walsh,white
689,—,api
690,Koh,api
691,Tobin,white
692,Walsh,white
693,Tobin,white
694,Walsh,white
695,L,api
696,Ireland,white
697,Leahy,white
698,Sean,white
699,Patrick,white
700,Warren,white
701,Capuano,white
702,Clark,white
703,DeLeo,white
704,Murray,white
705,Flynn,white
706,Menino,hispanic
707,Hynes,white
708,Fitzgerald,white
709,Strong,white
710,Winthrop,white
711,Pope,white
712,Hill,white
713,Hill,white
714,Copp,white
715,Lincoln,white
716,Evans,white
717,McDonough,white
718,Johnny,white
719,Lorrie,white
720,Lauren,white
721,Menino,hispanic
722,Angela,white
723,Mrs,white
724,Menino,hispanic
725,x81fs,api
726,Young,white
727,God,api
728,Ireland,white
729,Leahy,white
730,Sean,white
731,Patrick,white
732,Warren,white
733,Capuano,white
734,Clark,white
735,DeLeo,white
736,Murray,white
737,Flynn,white
738,Menino,hispanic
739,Hynes,white
740,Fitzgerald,white
741,Strong,white
742,Winthrop,white
743,Pope,white
744,Hill,white
745,Hill,white
746,Copp,white
747,Lincoln,white
748,Evans,white
749,McDonough,white
750,Johnny,white
751,Lorrie,white
752,Lauren,white
753,Menino,hispanic
754,Angela,white
755,Mrs,white
756,Menino,hispanic
757,x81fs,api
758,Young,white
759,God,api
760,Linehan,white
761,Pressley,white
762,Linehan,white
763,Walsh,white
764,Walsh,white
765,Forum,white
766,Walsh,white
767,Walsh,white
768,Murphy,white
769,Yancey,white
770,Yancey,white
771,Jackson,black
772,Pressley,white
773,Pressley,white
774,Yancey,white
775,Linehan,white
776,Ciommo,white
777,Brighton,white
778,McCarthy,white
779,Baker,white
780,LaMattina,white
781,Flaherty,white
782,District,white
783,Zakim,white
784,Yancey,white
785,Jackson,black
786,Pressley,white
787,Pressley,white
788,Linehan,white
789,xa0,white
790,Pressley,white
791,McCarthy,white
792,Wu,api
793,McCarthy,white
794,Linehan,white
795,Wu,api
796,Jackson,black
797,Wu,api
798,Twitter,white
799,Wu,api
800,NAACP,white
801,Pressley,white
802,Wu,api
803,Edie,white
804,Bill,white
805,Linehan,white
806,Boswell,white
807,Boswell,white
808,Boswell,white
809,Walsh,white
810,Menino,hispanic
811,Walsh,white
812,Johnson,white
813,Menino,hispanic
814,Walsh,white
815,Walsh,white
816,Mullaney,white
817,Johnny,white
818,Dillon,white
819,Mullaney,white
820,Walsh,white
821,Mullaney,white
822,Walsh,white
823,Skirkey,white
824,Menino,hispanic
825,Walsh,white
826,Flynt,white
827,Garrison,white
828,Walsh,white
829,Walsh,white
830,Menino,hispanic
831,Walsh,white
832,Leon,hispanic
833,Walsh,white
834,McKenna,white
835,Walsh,white
836,Pryor,white
837,Walsh,white
838,Rose,white
839,Walsh,white
840,Butts,white
841,Robert,white
842,Walsh,white
843,King,white
844,Walsh,white
845,Walsh,white
846,Tierney,white
847,Donna,white
848,Walsh,white
849,Donna,white
850,Walsh,white
851,Carroll,white
852,Warren,white
853,Patrick,white
854,Clark,white
855,Coakley,white
856,Grossman,white
857,Cowan,white
858,Flynn,white
859,Warren,white
860,Walsh,white
861,Connolly,white
862,Arroyo,hispanic
863,Consalvo,white
864,Conley,white
865,Richie,white
866,Ross,white
867,Walczak,white
868,C,api
869,Yancey,white
870,Walsh,white
871,Wilkerson,white
872,Finneran,white
873,Cahill,white
874,Walsh,white
875,A,api
876,Tolman,white
877,Kelly,white
878,Baker,white
879,Polito,white
880,Nassour,white
881,Nassour,white
882,M,api
883,Menino,hispanic
884,Walsh,white
885,Walsh,white
886,Marty,white
887,Joseph,black
888,White,white
889,White,white
890,Square,white
891,Square,white
892,Walsh,white
893,Walsh,white
894,Walsh,white
895,Walsh,white
896,Ruth,white
897,House,white
898,Walsh,white
899,Walsh,white
900,Walsh,white
901,Linehan,white
902,Linehan,white
903,Linehan,white
904,Walsh,white
905,Linehan,white
906,Walsh,white
907,Rull,white
908,M,api
909,Menino,hispanic
910,Kineavy,white
911,Menino,hispanic
912,Walsh,white
913,Walsh,white
914,L,api
915,Chelsea,white
916,Guillen,hispanic
917,¿Oiste,white
918,Williams,white
919,Nguyen,api
920,Walsh,white
921,Walsh,white
922,Menino,hispanic
923,Lincoln,white
924,Walsh,white
925,Menino,hispanic
926,Walsh,white
927,Menino,hispanic
928,Walsh,white
929,Walsh,white
930,’m,api
931,’m,api
932,Walsh,white
933,’m,api
934,Keolis,white
935,Jim,api
936,nWith,white
937,Keolis,white
938,Scott,white
939,Keolis,white
940,Keolis,white
941,Moynihan,white
942,Keolis,white
943,Davey,white
944,Davey,white
945,Davey,white
946,Moynihan,white
947,Keolis,white
948,Moynihan,white
949,Cellucci,white
950,McCormack,white
951,White,white
952,Keolis,white
953,Stoetzel,white
954,Keolis,white
955,—,api
956,Regan’s,white
957,Keolis,white
958,Eisner,white
959,Kerasiotes,hispanic
960,Kerasiotes,hispanic
961,Keolis,white
962,Mendoza,hispanic
963,Burke,white
964,Square,white
965,Johnson,white
966,Johnson,white
967,Mendoza,hispanic
968,Johnson,white
969,Mendoza,hispanic
970,Mendoza,hispanic
971,Mendoza,hispanic
972,Johnson,white
973,Mendoza,hispanic
974,Mendoza’s,white
975,Adatia,hispanic
976,Adatia,hispanic
977,Velasquez,hispanic
978,Lyons,white
979,Mendoza,hispanic
980,Burke,white
981,Johnson,white
982,Adatia,hispanic
983,Adatia,hispanic
984,Walsh,white
985,Walsh,white
986,Walsh,white
987,Evans,white
988,Walsh,white
989,Walsh,white
990,Bruce,white
991,Bruce,white
992,Bruce,white
993,Bruce,white
994,Massachusetts’,white
995,Scott,white
996,Scott,white
997,Jim,api
998,Richard,white
999,Davey,white
1000,Rubin,white
1001,Patrick,white
1002,Davey,white
1003,Keolis,white
1004,Scott,white
1005,Patrick,white
1006,Keolis,white
1007,—,api
1008,Patrick,white
1009,Patrick,white
1010,Scott,white
1011,McIntyre,white
1012,Queen,white
1013,Gorey,white
1014,Pillow,white
1015,Baff,white
1016,Pillow,white
1017,Trey,white
1018,Dorrance,white
1019,Lavallade,white
1020,Baff,white
1021,Heginbotham,white
1022,Jacobsen,white
1023,Pillow,white
1024,LeCrone,white
1025,Baff,white
1026,Morris,white
1027,Roussève,white
1028,n,api
1029,Wilson,white
1030,es,api
1031,Gaga,hispanic
1032,Pillow,white
1033,Baff,white
1034,Lavallade,white
1035,McIntyre,white
1036,Fist,white
1037,es,api
1038,Dance,white
1039,Roussève,white
1040,Aug,white
1041,Fe,api
1042,Patrick,white
1043,Patrick,white
1044,Dukakis,white
1045,Beatty,white
1046,Dukakis,white
1047,DiCara,white
1048,Goldman,white
1049,M,api
1050,Menino,hispanic
1051,Menino,hispanic
1052,Joyce,white
1053,Goldman,white
1054,Walsh,white
1055,Dukakis,white
1056,Blizzard,white
1057,Buckingham,white
1058,Weld,white
1059,Cellucci,white
1060,Koch,white
1061,Walsh,white
1062,Menino,hispanic
1063,—,api
1064,Walsh,white
1065,Linehan,white
1066,Cutting,white
1067,—,api
1068,Walsh,white
1069,Dookhan,white
1070,Dookhan,white
1071,Hoag,white
1072,R,api
1073,Segal,white
1074,Hinton,white
1075,Botsford,white
1076,Cuevas,hispanic
1077,Bridgeman,white
1078,Wark,white
1079,Wark,white
1080,Monahan,white
1081,Blodgett,white
1082,Hinton,white
1083,Dookhan,white
1084,Hinton,white
1085,Walsh,white
1086,Evans,white
1087,Estrada,hispanic
1088,Estrada,hispanic
1089,Estrada,hispanic
1090,St,white
1091,Gross,white
1092,Evans,white
1093,Gross,white
1094,McCarthy,white
1095,McCarthy,white
1096,McCarthy,white
1097,Evans,white
1098,’m,api
1099,Evans,white
1100,Walsh,white
1101,Biggs,white
1102,Biggs,white
1103,Lehrman,white
1104,Lehrman,white
1105,’,api
1106,Flaherty,white
1107,Flaherty,white
1108,A,api
1109,Bahrawy,white
1110,Baltimore,white
1111,Clunan,white
1112,Timberlake,white
1113,Z,api
1114,Holzman,white
1115,Bromberg,white
1116,Bromberg,white
1117,’m,api
1118,Brady,white
1119,worse—,white
1120,Pledger,white
1121,Pledger,white
1122,Pledger,white
1123,Pledger,white
1124,Pledger,white
1125,Pledger,white
1126,Pledger,white
1127,Pledger,white
1128,Pledger,white
1129,Pledger,white
1130,Pledger,white
1131,Pledger,white
1132,Pledger,white
1133,Pledger,white
1134,xa0,white
1135,Kidd,white
1136,Oprah,white
1137,Kidd,white
1138,Grimké,white
1139,Hetty,white
1140,Sarah,white
1141,Sarah,white
1142,Sarah,white
1143,Kidd,white
1144,Kidd,white
1145,Handful,white
1146,Hetty,white
1147,Grimké,white
1148,Sarah,white
1149,Kidd,white
1150,Sarah,white
1151,Kidd,white
1152,Handful,white
1153,Kidd,white
1154,Sarah,white
1155,Wu,api
1156,Pressley,white
1157,Wu,api
1158,Desmarais,white
1159,Wu,api
1160,Pressley,white
1161,Wu,api
1162,Linehan,white
1163,Wu,api
1164,Pressley,white
1165,Lee,api
1166,Wu,api
1167,Wu,api
1168,Michelle,white
1169,Wu,api
1170,Walsh,white
1171,Wu,api
1172,Wu,api
1173,Pressley,white
1174,Wu,api
1175,Wu,api
1176,Warren,white
1177,Yellen,white
1178,Summers,white
1179,Rivera,hispanic
1180,Lawrence,white
1181,Wu,api
1182,Matt,white
1183,Jackson,black
1184,Jackson,black
1185,Wu,api
1186,Linehan,white
1187,Wu,api
1188,Pressley,white
1189,Linehan,white
1190,Miller,white
1191,M,api
1192,Menino,hispanic
1193,Menino,hispanic
1194,Miller,white
1195,Miller,white
1196,Miller,white
1197,Cahill,white
1198,Lazu,hispanic
1199,Miller,white
1200,Miller,white
1201,Flaherty,white
1202,Menino,hispanic
1203,’m,api
1204,Schuler,white
1205,L,api
1206,—,api
1207,Miller,white
1208,Edmonds,white
1209,Edmonds,white
1210,Walsh,white
1211,Arroyo,hispanic
1212,Walsh,white
1213,Walsh,white
1214,Garcia,hispanic
1215,Walsh,white
1216,Walsh,white
1217,Walsh,white
1218,Walsh,white
1219,’m,api
1220,Walsh,white
1221,Matt,white
1222,McCarthy,white
1223,Patten,white
1224,Walsh,white
1225,Surveyors,white
1226,Paul,white
1227,Feldman,white
1228,Snediker,white
1229,Feldman,white
1230,Feldman,white
1231,Feldman,white
1232,Johnson,white
1233,Leonard,white
1234,Leonard,white
1235,Johnson,white
1236,Leonard,white
1237,Created,white
1238,Feldman,white
1239,Feldman,white
1240,LeMay,white
1241,LeMay,white
1242,nSuch,white
1243,Morgan,white
1244,Snediker,white
1245,Feldman,white
1246,Snediker,white
1247,Morgan,white
1248,Snediker,white
1249,Feldman,white
1250,CyArk,white
1251,Feldman,white
1252,—,api
1253,Adams,white
1254,Lawrence,white
1255,HFPA,white
1256,McConaughey,white
1257,Leto,hispanic
1258,DiCaprio,white
1259,Scorsese,white
1260,Blanchett,white
1261,Allen’s,white
1262,Allen,white
1263,B,api
1264,Allen,white
1265,Keaton,white
1266,Cranston’s,white
1267,Douglas’s,white
1268,Fox,white
1269,Samberg,white
1270,Poehler,white
1271,Parks,white
1272,Bisset,white
1273,HFPA,white
1274,Burton,white
1275,Mouse,white
1276,Freedom,white
1277,Bono,white
1278,Mandela,hispanic
1279,Fey,white
1280,Fey,white
1281,Phoenix,white
1282,McConaughey,white
1283,Roberts,white
1284,Streep,white
1285,Damon,white
1286,Matt,white
1287,Damon,white
1288,—,api
1289,Clooney,white
1290,Gonzalez,hispanic
1291,Gordon,white
1292,Gordon,white
1293,Dias,white
1294,Dias,white
1295,Dias,white
1296,Tynes,white
1297,Gonzales,hispanic
1298,Patrick,white
1299,Clifton,white
1300,Edwards,white
1301,Harshbarger,white
1302,Gordon,white
1303,Scott,white
1304,Gordon,white
1305,Gordon,white
1306,Gonzalez,hispanic
1307,Gottlieb,white
1308,Gottlieb,white
1309,Hotel,white
1310,Gottlieb,white
1311,Markell,white
1312,Coakley,white
1313,Coakley,white
1314,M,api
1315,Markell,white
1316,Gottlieb,white
1317,—,api
1318,Markell,white
1319,Partners’,white
1320,xa0,white
1321,Markell,white
1322,Walker’s,white
1323,Norman’s,white
1324,Daigneault,white
1325,Celie,white
1326,Hoffman,white
1327,Willis,white
1328,Bray,white
1329,Hoffman,white
1330,Celie,white
1331,Jr,api
1332,Nettie,white
1333,Wise,white
1334,Celie,white
1335,Nettie,white
1336,Albert,white
1337,Parent,white
1338,D,api
1339,Avery,white
1340,Gilmore,white
1341,Shug,white
1342,Button,white
1343,Albert,white
1344,Gilmore,white
1345,Celie,white
1346,Houston,white
1347,Dixon,white
1348,Mister’s,white
1349,Sofia,white
1350,Connell,white
1351,Jackson,black
1352,Connell,white
1353,May,white
1354,Neves,white
1355,Hardy,white
1356,Young,white
1357,Lord,white
1358,Hoffman,white
1359,John,white
1360,John,white
1361,John,white
1362,’,api
1363,John,white
1364,John,white
1365,Brandon,white
1366,John,white
1367,John,white
1368,Rodriguez,hispanic
1369,Rodriguez,hispanic
1370,Rodriguez,hispanic
1371,Rodriguez,hispanic
1372,John,white
1373,Rodriguez,hispanic
1374,Rodriguez,hispanic
1375,Rodriguez,hispanic
1376,Rodriguez,hispanic
1377,John,white
1378,Rodriguez,hispanic
1379,John,white
1380,Rodriguez,hispanic
1381,Evans,white
1382,Evans,white
1383,Evans,white
1384,Evans,white
1385,Gross,white
1386,Davis,white
1387,Martinez,hispanic
1388,Martinez,hispanic
1389,Ellison,white
1390,O’Rourke,white
1391,Merner,white
1392,Halstead,white
1393,Holmes,white
1394,Halstead,white
1395,Holmes,white
1396,Torres,hispanic
1397,Andres,hispanic
1398,Andres,hispanic
1399,Evans,white
1400,Fong,api
1401,Fong,api
1402,Andres,hispanic
1403,Evans,white
1404,J,api
1405,Ellison,white
1406,Evans,white
1407,Ellison,white
1408,’m,api
1409,Ellison,white
1410,Linskey,white
1411,Linskey,white
1412,Joyce,white
1413,—,api
1414,Gross,white
1415,Walsh,white
1416,Evans,white
1417,Henriquez,hispanic
1418,A,api
1419,DeLeo,white
1420,Henriquez,hispanic
1421,Patrick,white
1422,Walsh,white
1423,Henriquez,hispanic
1424,Henriquez,hispanic
1425,Walsh,white
1426,Walsh,white
1427,Henriquez,hispanic
1428,Henriquez,hispanic
1429,Henriquez,hispanic
1430,Henriquez,hispanic
1431,Hogan,white
1432,Hogan,white
1433,xa0,white
1434,’m,api
1435,Hogan,white
1436,Henriquez,hispanic
1437,Henriquez,hispanic
1438,Henriquez’s,white
1439,Hogan,white
1440,Henriquez,hispanic
1441,Henriquez,hispanic
1442,Tumposky,white
1443,Troop,white
1444,Doe,white
1445,Gonzalves,white
1446,Henriquez,hispanic
1447,Gonzalves,white
1448,Henriquez,hispanic
1449,Gonzalves,white
1450,Henriquez,hispanic
1451,Henriquez,hispanic
1452,Gonzalves,white
1453,Henriquez,hispanic
1454,Mills,white
1455,Henriquez,hispanic
1456,Gonzalves,white
1457,Henriquez,hispanic
1458,Brody,white
1459,Henriquez,hispanic
1460,Brody,white
1461,xa0,white
1462,Gonzalves,white
1463,Brody,white
1464,Brody,white
1465,Henriquez,hispanic
1466,Galluccio,white
1467,J,api
1468,Jr,api
1469,Wilkerson,white
1470,nBoston,white
1471,DiMasi,white
1472,Henriquez,hispanic
1473,Patrick,white
1474,Henriquez,hispanic
1475,DeLeo,white
1476,Henriquez,hispanic
1477,DeLeo,white
1478,Henriquez,hispanic
1479,Lilly,white
1480,Henriquez,hispanic
1481,Fieschi,white
